Id,Hazard
6,1.9463605880737305
7,3.953019142150879
8,4.4321699142456055
9,2.2764437198638916
10,1.9701019525527954
11,2.322272777557373
13,2.95703125
14,2.0504350662231445
16,1.8720638751983643
17,1.7610437870025635
18,3.043609142303467
20,2.2762458324432373
27,4.436366081237793
28,2.7372279167175293
29,1.795154333114624
30,2.0078909397125244
34,2.1660547256469727
35,2.567460536956787
36,2.383960247039795
37,2.2927863597869873
38,1.9109187126159668
40,2.207986354827881
42,2.8532114028930664
46,2.376701593399048
47,2.524559259414673
48,2.924776077270508
49,4.333456039428711
51,2.66440486907959
52,3.0873184204101562
53,1.1542772054672241
54,1.708447813987732
55,1.2682417631149292
56,3.720655918121338
57,1.5858688354492188
60,3.3356196880340576
61,1.6740124225616455
64,3.6019082069396973
65,2.626771926879883
66,3.0472493171691895
68,3.475287437438965
70,2.007019519805908
71,1.4959163665771484
75,1.5228395462036133
76,2.3261468410491943
78,3.6805145740509033
80,2.033447265625
81,3.402507781982422
82,2.6486849784851074
83,2.4879376888275146
85,1.3919358253479004
86,1.6003262996673584
87,2.1244890689849854
89,2.1068787574768066
90,2.5086026191711426
91,2.4882941246032715
92,2.590331554412842
95,2.059486150741577
97,3.280351161956787
99,1.9400931596755981
101,2.5639986991882324
102,2.5834741592407227
103,2.1006317138671875
104,2.5615384578704834
107,2.7523739337921143
108,2.014340400695801
111,1.6540933847427368
112,3.9080007076263428
115,3.216137409210205
119,1.9360188245773315
121,2.504547119140625
124,1.9847099781036377
128,3.207392692565918
130,3.5369274616241455
131,3.403616189956665
133,3.5864028930664062
134,3.0859475135803223
137,2.325270414352417
138,2.5444798469543457
142,3.59135103225708
143,3.028214693069458
144,5.051357746124268
145,2.8981239795684814
147,2.0718984603881836
148,3.332967758178711
152,1.6335055828094482
154,7.452383995056152
158,1.7235430479049683
159,2.2369461059570312
160,3.277973175048828
161,2.9356656074523926
164,1.1976228952407837
165,1.8565468788146973
166,1.504486322402954
167,1.9075514078140259
169,2.450434446334839
170,3.056732177734375
171,3.345582962036133
175,1.7572304010391235
177,2.6160240173339844
178,3.3475518226623535
180,4.893923282623291
182,2.2335238456726074
184,2.6912851333618164
185,3.7872378826141357
186,1.90447199344635
190,2.6586689949035645
191,2.2249128818511963
192,1.518822193145752
195,3.246429920196533
196,3.467683792114258
197,2.306640625
198,2.222609519958496
199,4.215384483337402
200,2.2165935039520264
204,1.6968553066253662
205,2.708601474761963
207,1.2604374885559082
208,1.911374568939209
209,4.463349342346191
211,3.884456157684326
216,3.916231632232666
217,1.264045000076294
220,2.5147056579589844
223,3.4499523639678955
224,3.207961082458496
230,2.016594886779785
232,2.3567333221435547
235,2.1096456050872803
236,3.513610363006592
238,2.0107216835021973
240,1.7407805919647217
242,2.56888747215271
244,2.0593152046203613
245,2.2701919078826904
248,2.4182016849517822
251,2.482470989227295
