Id,Hazard
6,1.6858019828796387
7,3.9982357025146484
8,4.331034183502197
9,2.208862543106079
10,1.8207956552505493
11,2.314138412475586
13,2.936072587966919
14,2.0508627891540527
16,1.9688796997070312
17,1.7944893836975098
18,3.2708957195281982
20,2.107266902923584
27,4.485988140106201
28,2.912306308746338
29,1.8291411399841309
30,2.0370988845825195
34,1.9933682680130005
35,2.435600996017456
36,2.4420361518859863
37,2.3148858547210693
38,1.9189754724502563
40,2.018153667449951
42,2.736748695373535
46,2.3824663162231445
47,2.5196220874786377
48,3.1339545249938965
49,4.345858573913574
51,2.6909232139587402
52,3.1630685329437256
53,1.1238175630569458
54,1.6412664651870728
55,1.4864572286605835
56,3.684715747833252
57,1.6129029989242554
60,3.363999366760254
61,1.509548544883728
64,3.5288290977478027
65,2.6232733726501465
66,2.9831833839416504
68,3.50439715385437
70,2.0524632930755615
71,1.3954650163650513
75,1.4586691856384277
76,2.2926838397979736
78,3.7751693725585938
80,1.9345418214797974
81,3.46106219291687
82,2.6141514778137207
83,2.5193963050842285
85,1.45258367061615
86,1.5520607233047485
87,2.1592209339141846
89,2.029691696166992
90,2.5307459831237793
91,2.369774341583252
92,2.734189987182617
95,2.048703193664551
97,3.1446237564086914
99,2.2606866359710693
101,2.4700987339019775
102,2.647766351699829
103,2.0470662117004395
104,2.4181337356567383
107,2.7436320781707764
108,2.076103687286377
111,1.683079481124878
112,3.8792128562927246
115,3.123927116394043
119,1.866040587425232
121,2.4694161415100098
124,1.9787230491638184
128,3.524406909942627
130,3.5391101837158203
131,3.3473563194274902
133,3.668653964996338
134,3.1833415031433105
137,2.2993319034576416
138,2.4349679946899414
142,3.9029555320739746
143,3.0070128440856934
144,4.98620080947876
145,2.9065990447998047
147,2.079888105392456
148,3.354670524597168
152,1.5711874961853027
154,7.949804306030273
158,1.682191014289856
159,2.268556594848633
160,3.20205020904541
161,2.985440492630005
164,1.227037787437439
165,1.8409401178359985
166,1.5932679176330566
167,1.9088962078094482
169,2.4152979850769043
170,3.0854687690734863
171,3.288278579711914
175,1.8605973720550537
177,2.6987743377685547
178,3.1147079467773438
180,4.6876630783081055
182,2.3866515159606934
184,3.181273937225342
185,3.947451114654541
186,2.035950183868408
190,2.470137119293213
191,2.098249912261963
192,1.5319926738739014
195,3.2504024505615234
196,3.517317295074463
197,2.2785377502441406
198,2.241124153137207
199,3.965465545654297
200,2.2243399620056152
204,1.8055589199066162
205,2.6801836490631104
207,1.3244413137435913
208,1.975226640701294
209,4.464312553405762
211,3.792057752609253
216,3.9566872119903564
217,1.22915518283844
220,2.511685848236084
223,3.470764636993408
224,3.04060959815979
230,2.142427921295166
232,2.2587835788726807
235,2.195646047592163
236,3.4730958938598633
238,2.105715274810791
240,1.7778782844543457
242,2.473939895629883
244,1.933551549911499
245,2.222414255142212
248,2.3032889366149902
251,2.644796371459961
256,2.299950122833252
258,3.800912857055664
259,3.18599009513855
261,3.0551276206970215
267,2.8465843200683594
268,2.2361650466918945
270,3.0915629863739014
272,4.73635196685791
273,1.5844717025756836
275,1.0497952699661255
276,1.6422550678253174
277,2.9168198108673096
279,2.1020140647888184
283,2.674734592437744
284,2.6340279579162598
286,1.8651543855667114
287,2.639404773712158
288,1.5241057872772217
289,3.555361032485962
