Id,Hazard
6,1.6763198375701904
7,3.9425535202026367
8,4.229133605957031
9,2.230257272720337
10,1.7820589542388916
11,2.231062412261963
13,2.936429023742676
14,2.101200819015503
16,1.92487633228302
17,1.8340129852294922
18,3.138174533843994
20,2.0779945850372314
27,4.4514851570129395
28,2.7647509574890137
29,1.7289423942565918
30,2.0413050651550293
34,1.9532139301300049
35,2.4005236625671387
36,2.4818875789642334
37,2.2921431064605713
38,2.015625476837158
40,2.1691172122955322
42,2.685030937194824
46,2.27677583694458
47,2.4590516090393066
48,2.8248467445373535
49,4.389908313751221
51,2.615210771560669
52,3.117405414581299
53,1.1267085075378418
54,1.7159743309020996
55,1.4932787418365479
56,3.680455207824707
57,1.5822908878326416
60,3.400888204574585
61,1.6131142377853394
64,3.473888874053955
65,2.611171245574951
66,2.958158016204834
68,3.214681386947632
70,2.0821399688720703
71,1.4175533056259155
75,1.45638906955719
76,2.4654929637908936
78,3.7888619899749756
80,2.0577287673950195
81,3.406222343444824
82,2.7171943187713623
83,2.492587089538574
85,1.4955143928527832
86,1.6283562183380127
87,2.140394926071167
89,2.208482265472412
90,2.546215534210205
91,2.404233932495117
92,2.610377788543701
95,2.0132522583007812
97,3.073380947113037
99,2.1864328384399414
101,2.4909167289733887
102,2.644883632659912
103,2.0393002033233643
104,2.3791074752807617
107,2.793611526489258
108,2.1687750816345215
111,1.6879431009292603
112,3.8002467155456543
115,3.0498437881469727
119,1.9034581184387207
121,2.481570243835449
124,1.9505743980407715
128,3.408787965774536
130,3.5309038162231445
131,3.3826961517333984
133,3.5547142028808594
134,3.0197765827178955
137,2.303847312927246
138,2.455927610397339
142,3.8152849674224854
143,3.1357133388519287
144,4.845013618469238
145,2.973309278488159
147,2.064399003982544
148,3.0846707820892334
152,1.62157142162323
154,7.919584274291992
158,1.6927987337112427
159,2.2362921237945557
160,3.2061243057250977
161,2.9544920921325684
164,1.126599907875061
165,1.8652417659759521
166,1.50007963180542
167,1.8629344701766968
169,2.362985372543335
170,3.062845230102539
171,3.2527244091033936
175,1.8639345169067383
177,2.750901699066162
178,3.0761942863464355
180,4.598537921905518
182,2.2195208072662354
184,3.051015853881836
185,3.9207723140716553
186,2.0687084197998047
190,2.5396573543548584
191,2.124277353286743
192,1.525991678237915
195,3.4342358112335205
196,3.484829902648926
197,2.320068120956421
198,2.176762580871582
199,3.930236577987671
200,2.259472608566284
204,1.8460136651992798
205,2.6096014976501465
207,1.3149151802062988
208,1.9953340291976929
209,4.364206314086914
211,3.8378047943115234
216,4.003317832946777
217,1.2333046197891235
220,2.537666082382202
223,3.484985589981079
224,3.0922327041625977
230,2.09025239944458
232,2.2282516956329346
235,2.1905994415283203
236,3.364551067352295
238,2.147189140319824
240,1.7279274463653564
242,2.639254570007324
244,2.012434482574463
245,2.232553005218506
248,2.4186325073242188
251,2.5859251022338867
256,2.249622344970703
258,3.4495105743408203
259,3.1518611907958984
261,2.934365749359131
267,2.906048536300659
268,2.0807528495788574
270,3.0562121868133545
272,4.277896881103516
273,1.6219642162322998
275,0.9773739576339722
276,1.72199285030365
277,2.767216920852661
279,2.1121339797973633
283,2.5607669353485107
284,2.5900356769561768
286,1.8648282289505005
287,2.5726089477539062
288,1.5123474597930908
289,3.6213393211364746
292,2.498602867126465
293,2.956488609313965
295,2.3896589279174805
297,2.1502256393432617
301,2.7422070503234863
303,1.8887054920196533
304,1.8971716165542603
305,1.5634535551071167
308,2.225264310836792
309,2.4674689769744873
313,2.2667150497436523
314,3.1018271446228027
315,2.182556629180908
316,1.7647737264633179
318,2.8713603019714355
320,3.1310086250305176
324,2.68009614944458
325,2.4512295722961426
326,1.7465548515319824
327,2.2866060733795166
328,3.569430112838745
332,2.414135456085205
333,4.340569019317627
336,2.129857063293457
339,2.3741276264190674
340,3.2687745094299316
342,2.464658260345459
344,3.354274272918701
345,2.208791494369507
346,2.343205451965332
349,2.7622556686401367
353,2.5730559825897217
355,2.4093642234802246
360,1.7629218101501465
363,2.291257619857788
366,2.3127217292785645
367,1.963757872581482
369,2.552117347717285
371,3.3368184566497803
372,1.911745548248291
374,1.6719017028808594
375,1.7428892850875854
378,2.131622791290283
379,1.2993406057357788
381,2.8076109886169434
382,1.740539789199829
384,1.925621747970581
385,1.4944289922714233
387,2.6613576412200928
388,1.7052685022354126
